Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds,ID,SMILES
Z1171490737,1224024-R-10,A07,272.364,1.618,1,72.200,3,,Cc1cc(CS(=O)(=O)NC2CCCCCC2)on1
Z543635814,1224024-R-10,A08,252.313,0.088,1,59.390,3,,CC1COCCN1C(=O)NCCc1cnn(C)c1
Z165209528,1224024-R-10,A09,340.205,3.649,1,53.930,7,,C=CCNc1cnn(CCOc2ccc(Cl)cc2)c(=O)c1Cl
Z1014207124,1224024-R-10,A10,268.375,1.069,1,51.220,5,,CCc1nc(CCNC(=O)C2CCOC2)sc1C
Z1339172872,1224024-R-10,A11,284.401,1.987,2,66.910,3,,O=C(Nc1nnc(C2CC2)s1)NC1CCCSC1
Z820998664,1224024-R-10,B02,305.253,-0.270,3,79.460,3,,O=C(Nc1cc(C(F)(F)F)c[nH]c1=O)NC1CCOCC1
Z1139745046,1224024-R-10,B03,293.365,0.000,3,88.050,6,,CC(Cn1cccn1)NCC(=O)NC1CCCCNC1=O
Z410629222,1224024-R-10,B04,242.298,0.161,2,76.140,3,,Cc1nnc(NC(=O)NCC2CCOC2)s1
Z820998168,1224024-R-10,B05,318.295,1.023,3,73.470,3,,CN1CCCC(NC(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)C1
Z1139457552,1224024-R-10,B06,347.842,1.777,2,67.900,7,,Cc1cnn(CC(C)NCc2nc3cc(Cl)ccc3n2CCO)c1
Z992051416,1224024-R-10,B07,255.297,-0.449,3,96.010,2,,Cc1nnc(NC(=O)NC2CCC(=O)NC2)s1
Z229813568,1224024-R-10,B08,320.387,0.783,2,83.560,5,,CC(=O)NC(C(=O)Nc1ccc(N2CCOCC2)nc1)C(C)C
Z434555462,1224024-R-10,B09,278.350,2.148,2,66.490,3,,CCNC(=O)Nc1ccc(N2CC(C)OC(C)C2)nc1
Z435823080,1224024-R-10,B10,269.363,0.214,2,63.250,5,,Cc1nc(CCNC(=O)NCC2CCOC2)cs1
Z71580604,1224024-R-10,B11,206.241,1.237,1,51.220,2,,Cc1ccc(NC(=O)C2CCCO2)nc1
Z237861542,1224024-R-10,C02,280.366,1.982,3,79.190,2,,Cc1cc(NC(=O)NC2CC(C)(C)NC(C)(C)C2)no1
Z1732182200,1224024-R-10,C03,294.368,2.538,3,66.050,2,,CC1(C)CC(NC(=O)Nc2ccc(F)cn2)CC(C)(C)N1
Z494707792,1224024-R-10,C04,327.403,0.305,3,103.430,3,,CNc1ccc(NC(=O)NC2CCN(S(C)(=O)=O)CC2)cn1
Z227929380,1224024-R-10,C05,271.336,-0.682,1,71.530,3,,CS(=O)(=O)NCc1ccc(N2CCOCC2)nc1
Z1339313410,1224024-R-10,C06,296.432,2.665,2,58.950,5,,CCSC1CCCC1NC(=O)Nc1cnn(C(C)C)c1
Z1583001996,1224024-R-10,C07,265.394,2.713,2,49.940,5,,COC1(C)CC(NC(C)Cc2cc(C)[nH]n2)C1(C)C
Z1028821684,1224024-R-10,C08,253.364,1.371,1,45.230,4,,CC(C)c1nc(CCNC(=O)N2CCC2)cs1
Z827563214,1224024-R-10,C09,293.365,1.072,3,88.050,5,,CCn1cc(NC(=O)NC(C)C(=O)NC2CCCC2)cn1
Z1023986516,1224024-R-10,C10,278.413,2.397,1,41.990,6,,CC(C)c1nc(CCNC(=O)CC2C=CCC2)cs1
Z872093780,1224024-R-10,C11,251.328,2.518,1,72.700,5,,CCC1CCC(CNC(=O)Cn2cnnn2)CC1
Z448381722,1224024-R-10,D02,238.286,-0.681,2,68.180,5,,O=C(NCCn1ccnc1)NCC1CCOC1
Z434241598,1224024-R-10,D03,338.425,0.737,2,91.400,3,,O=C(Nc1ccc(N2CCCCC2)nc1)NC1CCS(=O)(=O)C1
Z402427286,1224024-R-10,D04,253.364,1.864,2,54.020,4,,Cc1nc(CCNC(=O)NC2CCCC2)cs1
Z31336167,1224024-R-10,D05,346.808,2.102,2,67.510,7,,OCc1nc2ccccc2n1CC(O)COCc1ccc(Cl)cc1
Z423051288,1224024-R-10,D06,294.389,1.901,1,64.360,6,,Cc1noc(C)c1CC(=O)NCCOC1CCCCC1C
Z384360608,1224024-R-10,D07,237.298,-0.276,1,56.150,4,,Cc1cc(C)n(CC(=O)NCC2CCOC2)n1
Z1023984506,1224024-R-10,D08,280.429,2.881,1,41.990,6,,CC(C)c1nc(CCNC(=O)CC2CCCC2)cs1
Z1580869642,1224024-R-10,D09,294.393,1.208,2,68.180,5,,COCCn1nc(C)c(NC(=O)NC2CCCCC2)c1C
Z1129727802,1224024-R-10,D10,266.402,2.292,1,41.990,5,,CC1CC1C(=O)NCCc1nc(C(C)(C)C)cs1
Z435822512,1224024-R-10,D11,283.390,1.427,2,63.250,5,,Cc1nc(CCNC(=O)NC(C)C2CCCO2)cs1
Z1127202132,1224024-R-10,E02,251.282,-0.425,3,83.480,3,,O=C(Nc1ccccn1)NC1(CO)CCOCC1
Z434525316,1224024-R-10,E03,345.439,2.450,2,77.570,5,,O=C(NCCN1CCCCCC1=O)Nc1cccnc1N1CCCC1
Z1416552092,1224024-R-10,E04,256.689,0.482,2,90.130,4,,NC(=O)C1CCC(CNc2ncc(Cl)cn2)O1
Z406460102,1224024-R-10,E05,224.323,1.045,1,41.990,4,,CC(C)c1nc(CC(=O)NC2CC2)cs1
Z403738108,1224024-R-10,E06,294.396,-0.946,1,66.290,5,,CC(C(=O)NCC(C)(C)N1CCN(C)CC1)n1cncn1
Z1454040893,1224024-R-10,E07,278.347,0.292,1,64.360,3,,O=C(Cc1ccon1)NC1CCOC2(CCCCC2)C1
Z1524100995,1224024-R-10,E08,348.440,-0.020,3,90.540,5,,CCC(CC)C(=O)N1CCC(NC(=O)Nc2c[nH]c(=O)c(C)c2)CC1
Z434238520,1224024-R-10,E09,345.439,2.375,2,77.570,4,,O=C(NCC(=O)N1CCCCC1)Nc1ccc(N2CCCCC2)nc1
Z1414189599,1224024-R-10,E10,215.251,1.210,1,57.940,2,,N#Cc1ccc(NC2CC3CCC2O3)cn1
Z1218291207,1224024-R-10,E11,319.382,0.923,2,85.090,7,,CNc1ncnc2ncn(CC(O)COCc3cccs3)c12
Z403317890,1224024-R-10,F02,331.290,0.853,2,78.510,4,,O=C(Cn1cc(C(F)(F)F)ccc1=O)NC1CCCCNC1=O
Z820693266,1224024-R-10,F03,250.221,-0.025,2,58.950,7,,O=C(CNCCn1cccn1)NCC(F)(F)F
Z1212726834,1224024-R-10,F04,293.361,-0.379,1,65.900,5,,CN(C)C(=O)c1ccc(N2CCCC(OCCO)C2)nc1
Z17861191,1224024-R-10,F05,319.356,2.487,1,92.550,5,,CC(NC(=O)Cn1cc([N+](=O)[O-])ccc1=O)C1CC2CCC1C2
Z432647906,1224024-R-10,F06,264.367,2.764,2,58.950,4,,CC(Cn1cccn1)NC(=O)NC1CCCCC1C
Z1050080776,1224024-R-10,F07,294.393,0.071,1,59.390,7,,COCCN1CCC(CNC(=O)C(C)n2ccnc2)CC1
Z434536336,1224024-R-10,F08,264.324,1.090,3,77.490,4,,CC(CO)NC(=O)Nc1cccnc1N1CCCC1
Z434197756,1224024-R-10,F09,347.412,0.653,2,86.800,5,,O=C(NCCC(=O)N1CCCC1)Nc1ccc(N2CCOCC2)nc1
Z1283203611,1224024-R-10,F10,292.420,2.172,2,58.950,4,,Cc1nn(C)c(C)c1CC(C)NC(=O)NC1CCCC1C
Z228465796,1224024-R-10,F11,244.253,-1.287,1,107.390,4,,CC(C#N)(NC(=O)Cn1cnc(C#N)n1)C1CC1
Z1722892860,1224024-R-10,G02,283.754,1.303,3,74.250,2,,Cc1nccc(NC(=O)N[C@H]2CC[C@H](O)CC2)c1Cl
Z372857196,1224024-R-10,G03,295.381,0.542,1,72.280,5,,CC1CN(C(C)CNC(=O)C(C)n2cncn2)CC(C)O1
Z1139452101,1224024-R-10,G04,252.313,0.001,1,59.390,5,,Cc1cnn(CCNCC(=O)N2CCOCC2)c1
Z422353116,1224024-R-10,G05,268.335,0.481,2,74.330,5,,CCCNC(=O)Cc1csc(N2CCNC2=O)n1
Z1142824390,1224024-R-10,G06,346.467,2.141,2,62.550,7,,CCN1CCOC(CNCC(O)Cn2cnc3cc(C)c(C)cc32)C1
Z983905418,1224024-R-10,G07,270.351,1.736,3,87.140,3,,Cc1nnc(NC(=O)NCC2(O)CCCCC2)s1
Z31336157,1224024-R-10,G08,326.390,2.443,2,67.510,6,,Cc1cccc(C)c1OCC(O)Cn1c(CO)nc2ccccc21
Z855814090,1224024-R-10,G09,257.717,0.788,1,53.930,1,,CC1CN(c2cn[nH]c(=O)c2Cl)CC(C)(C)O1
Z1310767337,1224024-R-10,G10,232.282,1.287,2,57.260,4,,O=C(NCCN1CC=CC1)Nc1ccncc1
Z1597789487,1224024-R-10,G11,278.393,2.188,1,51.970,6,,CCOC1CC(NC(C)Cn2cncn2)C12CCCC2
Z16406779,1224024-R-10,H02,330.345,3.494,1,49.410,4,,O=C(Cn1cc(C(F)(F)F)ccc1=O)NC1CCCCCCC1
Z353155600,1224024-R-10,H03,219.283,1.025,2,54.020,5,,O=C(NCCc1cccnc1)NCC1CC1
Z820680262,1224024-R-10,H04,238.329,0.948,2,58.950,7,,CC(C)C(C)NC(=O)CNCCn1cccn1
Z1139692298,1224024-R-10,H05,250.340,0.545,1,50.160,5,,Cc1cnn(CCNC(C)C(=O)N2CCCC2)c1
Z1139541376,1224024-R-10,H06,268.355,-0.139,2,62.550,7,,Cc1cnn(CCNCC(O)CN2CCOCC2)c1
Z32444996,1224024-R-10,H07,220.268,0.152,1,51.220,4,,O=C(NCCc1ccccn1)C1CCCO1
Z785245554,1224024-R-10,H08,265.355,2.467,1,72.700,4,,CCc1nnnn1CC(=O)NC1CCCCCCC1
Z1275154880,1224024-R-10,H09,282.402,1.411,1,51.220,7,,CCc1cnc(CCNC(=O)CCC2CCCO2)s1
Z1139452304,1224024-R-10,H10,275.349,0.170,2,82.740,7,,Cc1cnn(CCNCC(=O)NC(C)(C#N)C2CC2)c1
Z1441147858,1224024-R-10,H11,294.436,1.909,1,42.320,5,,CN(C)C(CNC1CC(C)(C)OC1(C)C)c1cnn(C)c1
Z532983418,1224024-R-11,A02,265.355,0.869,2,62.190,5,,CCN1CCC(CNC(=O)Nc2cnn(CC)c2)C1
Z994300464,1224024-R-11,A03,248.324,1.253,2,57.260,3,,CN1CCC(CNC(=O)Nc2ccccn2)CC1
Z982699062,1224024-R-11,A04,291.432,2.621,1,46.920,3,,Cc1nn(C)c(C)c1C(C)C(=O)NC1(C)CCC(C)CC1
Z963153758,1224024-R-11,A05,282.405,1.487,2,57.260,5,,CCN1CCCC(NC(=O)NCCc2nccs2)C1
Z136379574,1224024-R-11,A06,345.436,3.415,2,78.510,5,,CCC(NC(=O)Cn1ccc(=O)[nH]c1=O)C12CC3CC(CC(C3)C1)C2
Z533042278,1224024-R-11,A07,265.355,0.609,2,62.190,4,,CCN1CCC(CNC(=O)Nc2cc(C)nn2C)C1
Z736710490,1224024-R-11,A08,265.308,1.735,2,84.220,4,,Cc1cnn(CC(=O)NC2(C(=O)O)CCCCC2)c1
Z1532950572,1224024-R-11,A09,346.209,1.363,1,69.400,5,,OC(COC1CCOCC1)Cn1nnc2cc(Cl)c(Cl)cc21
Z448382118,1224024-R-11,A10,291.392,0.968,1,53.400,4,,O=C(NCCn1ccnc1)N1CCCC(N2CCCC2)C1
Z1276041357,1224024-R-11,A11,277.362,2.539,1,56.150,5,,CCOC1CC(NC(=O)Cn2cccn2)C12CCCC2
Z818980958,1224024-R-11,B02,224.303,0.639,2,58.950,7,,CC(C)CNC(=O)CNCCn1cccn1
Z434195052,1224024-R-11,B03,347.455,2.694,2,69.730,5,,O=C(NCCN1CCCCCC1)Nc1ccc(N2CCOCC2)nc1
Z364306210,1224024-R-11,B04,298.358,0.710,2,86.710,4,,Cc1csc(=O)n1CC(=O)NC1(C(=O)O)CCCCC1
Z1276177906,1224024-R-11,B05,292.321,1.834,1,41.990,5,,O=C(NCCc1nc(C(F)(F)F)cs1)C1CCCC1
Z1023987428,1224024-R-11,B06,252.376,1.703,1,41.990,5,,CC(C)c1nc(CCNC(=O)C2CCC2)cs1
Z533033110,1224024-R-11,B07,252.313,0.941,2,70.400,4,,CCN1CCC(CNC(=O)Nc2cc(C)on2)C1
Z1139746963,1224024-R-11,B08,278.393,1.952,1,50.160,6,,CC(NCCn1cccn1)C(=O)N(C)C1CCCCC1
Z403710284,1224024-R-11,B09,263.335,0.811,1,52.650,5,,CC(CNC(=O)Cn1ccccc1=O)N1CCCC1
Z1597789493,1224024-R-11,B10,292.420,2.747,1,51.970,6,,CCOC1CC(NC(C)Cn2cncn2)C12CCCCC2
Z1275153702,1224024-R-11,B11,264.386,1.998,1,41.990,6,,CCc1cnc(CCNC(=O)CC2C=CCC2)s1
Z68673285,1224024-R-11,C02,267.390,1.263,1,45.230,5,,CCN1CCCC1CNC(=O)Cc1csc(C)n1
Z403716982,1224024-R-11,C03,320.387,-1.518,1,74.240,7,,COCCn1nc(C(=O)NCC2CCN(C3CC3)C2)ccc1=O
Z85888769,1224024-R-11,C04,280.320,1.125,2,92.430,4,,Cc1noc(C)c1CC(=O)NC1(C(=O)O)CCCCC1
Z252823870,1224024-R-11,C05,225.244,0.450,2,78.510,3,,CC(C)(C)NC(=O)Cn1[nH]c(=O)ccc1=O
Z886955676,1224024-R-11,C06,297.416,0.977,2,71.090,6,,CCc1nc(CC(=O)NC(C)C(=O)NC(C)(C)C)cs1
Z253446404,1224024-R-11,C07,235.325,1.739,1,46.920,5,,O=C(CC1CCCCC1)NCCn1ccnc1
Z1139453972,1224024-R-11,C08,327.424,1.968,2,67.900,7,,Cc1cnn(CCNCC(O)Cn2cnc3cc(C)c(C)cc32)c1
Z1139453335,1224024-R-11,C09,293.365,-0.040,3,88.050,6,,Cc1cnn(CCNCC(=O)NC2CCCCNC2=O)c1
Z1274602391,1224024-R-11,C10,268.378,1.293,2,57.260,5,,CCNC(=O)NCCc1csc(N2CCCC2)n1
Z1187930890,1224024-R-11,C11,305.415,2.472,1,54.460,6,,CC1CCCCC1OCCNc1ccc(C(=O)N(C)C)cn1
Z334828040,1224024-R-11,D02,287.289,0.231,1,76.690,3,,Cc1nn(CC(O)c2ccccc2F)c(=O)c(C#N)c1C
Z915622234,1224024-R-11,D03,233.309,0.181,1,46.920,4,,Cn1ccnc1CCNC(=O)C1CC=CCC1
Z410630980,1224024-R-11,D04,299.392,1.637,2,79.380,4,,Cc1nnc(NC(=O)NCCN2CC(C)OC(C)C2)s1
Z822174658,1224024-R-11,D05,261.320,0.461,1,76.690,2,,Cc1nn(CC2(O)CCCCC2)c(=O)c(C#N)c1C
Z406462426,1224024-R-11,D06,252.376,1.933,1,41.990,4,,CC(C)c1nc(CC(=O)NC2CCCC2)cs1
Z448812994,1224024-R-11,D07,255.340,1.334,2,70.150,4,,Cc1nnc(NC(=O)NCCN2CCCC2)s1
Z1139457296,1224024-R-11,D08,278.393,1.470,2,58.950,7,,Cc1cnn(CC(C)NCCC(=O)NC2CCCC2)c1
Z434527930,1224024-R-11,D09,324.399,0.178,2,91.400,3,,O=C(Nc1cccnc1N1CCCC1)NC1CCS(=O)(=O)C1
Z511168018,1224024-R-11,D10,268.378,2.435,2,57.260,4,,CC1CCCCN1CCNC(=O)Nc1nccs1
Z1276791413,1224024-R-11,D11,279.335,2.454,2,76.390,4,,CCOC1CC(NC(=O)Nc2cc(C)on2)C12CCC2
Z1139541634,1224024-R-11,E02,294.436,1.772,2,53.320,7,,Cc1cnn(CC(C)NCC(O)CN2CCC(C)CC2)c1
Z415960058,1224024-R-11,E03,270.351,1.142,2,66.490,4,,CC(CN1CCOCC1)NC(=O)Nc1nccs1
Z450086090,1224024-R-11,E04,298.769,1.014,1,67.350,3,,CC(C)(C)NC(=O)c1nc(N2CCOCC2)ncc1Cl
Z1143052815,1224024-R-11,E05,264.367,1.343,1,50.160,7,,CCN(C(=O)CNC(C)C(C)n1cccn1)C1CC1
Z44520270,1224024-R-11,E06,289.416,2.037,1,45.230,6,,CCC1CCCCN1C(=O)C(C)NCCc1ccccn1
Z381533220,1224024-R-11,E07,260.335,1.018,2,57.260,4,,O=C(NCC1CCN(C2CC2)C1)Nc1cccnc1
Z1281050670,1224024-R-11,E08,293.408,0.692,1,63.050,6,,CCn1cnnc1CCNC(=O)C(C)N1CCCCCC1
Z237176600,1224024-R-11,E09,235.282,1.115,1,54.460,4,,COCC(=O)Nc1ccc(N2CCCC2)nc1
Z543709580,1224024-R-11,E10,265.355,-0.061,1,53.400,3,,CN1CCCN(C(=O)NCCc2cnn(C)c2)CC1
Z1276040849,1224024-R-11,E11,292.377,1.848,1,69.040,5,,CCOC1CC(NC(=O)C(C)n2cncn2)C12CCCC2
Z363610706,1224024-R-11,F02,248.321,0.542,1,51.220,6,,O=C(CCC1CCCO1)NCCc1ccccn1
Z510726868,1224024-R-11,F03,251.328,1.951,3,73.050,5,,CCC(CNC(=O)Nc1cn[nH]c1)N1CCCC1
Z840574342,1224024-R-11,F04,255.340,1.324,2,70.150,3,,Cc1nnc(NC(=O)NCC2CCCN2C)s1
Z1143063059,1224024-R-11,F05,282.382,0.210,2,62.550,7,,CC(NCC(O)CN1CCOCC1)C(C)n1cccn1
Z595834718,1224024-R-11,F06,281.311,-1.522,4,122.270,4,,NC(=O)Cn1cc(NC(=O)NC2CCC(O)CC2)cn1
Z641856516,1224024-R-11,F07,327.424,1.817,1,59.110,6,,Cc1cc2ncn(CC(O)CN(C)Cc3cnn(C)c3)c2cc1C
Z1139747283,1224024-R-11,F08,264.367,1.564,1,50.160,5,,CC1CC(C)CN(C(=O)CNCCn2cccn2)C1
Z402799766,1224024-R-11,F09,233.309,1.353,1,46.920,4,,CC(Cn1cccn1)NC(=O)C1CC=CCC1
Z1175594492,1224024-R-11,F10,234.294,0.651,1,51.220,4,,Cc1ccc(CCNC(=O)C2CCCO2)cn1
Z1311029722,1224024-R-11,F11,253.341,0.575,2,67.150,6,,CCC(CC)C(=O)NCC(C)(O)c1cnn(C)c1
Z1308627007,1224024-R-11,G02,291.392,1.412,1,63.050,4,,CCc1nncn1CCNC(=O)N1CCC2CCCCC21
Z495865156,1224024-R-11,G03,267.327,1.416,3,82.280,4,,CC1CN(CCNC(=O)Nc2cn[nH]c2)CC(C)O1
Z1171489700,1224024-R-11,G04,258.337,1.059,1,72.200,3,,Cc1cc(CS(=O)(=O)NC2CCCCC2)on1
Z827563188,1224024-R-11,G05,283.350,0.689,3,96.010,4,,CC(NC(=O)Nc1nncs1)C(=O)NC1CCCC1
Z423021928,1224024-R-11,G06,343.344,1.755,1,52.650,4,,O=C(Cn1cc(C(F)(F)F)ccc1=O)NC1CCN2CCCCC12
Z177090694,1224024-R-11,G07,276.334,-1.216,2,88.320,4,,NC(=O)C1CCN(C(=O)NCCc2ccccn2)CC1
Z410715862,1224024-R-11,G08,279.381,1.795,2,62.190,5,,CCC(CNC(=O)Nc1cc(C)nn1C)N1CCCC1
Z818980740,1224024-R-11,G09,252.313,0.041,1,59.390,5,,CC(NCCn1cccn1)C(=O)N1CCOCC1
Z422903300,1224024-R-11,G10,265.355,0.878,1,63.050,5,,CC1CCN(CCNC(=O)C(C)n2cncn2)CC1
Z1276041635,1224024-R-11,G11,291.389,1.900,1,56.150,5,,CCOC1CC(NC(=O)Cc2cnn(C)c2)C12CCCC2
Z1627864613,1224024-R-11,H02,282.402,1.748,1,51.220,6,,COC1(CNC(=O)Cc2csc(C(C)C)n2)CCC1
Z1048269934,1224024-R-11,H03,294.393,0.493,1,59.390,7,,COCCN1CCC(CNC(=O)Cn2cc(C)cn2)CC1
Z1139747038,1224024-R-11,H04,278.393,1.873,1,50.160,5,,CC1CC(C)CN(C(=O)C(C)NCCn2cccn2)C1
Z642037388,1224024-R-11,H05,334.758,1.422,1,78.670,3,,Cn1c(=O)c2c(ncn2CC(O)c2ccccc2Cl)n(C)c1=O
Z445979314,1224024-R-11,H06,252.313,0.160,2,68.180,5,,Cn1cc(CCNC(=O)NCC2CCCO2)cn1
Z369939638,1224024-R-11,H07,208.260,0.798,2,58.950,4,,CC(Cn1cccn1)NC(=O)NC1CC1
Z872092252,1224024-R-11,H08,291.432,2.941,1,46.920,5,,CCC1CCC(CNC(=O)Cc2c(C)nn(C)c2C)CC1
Z1143057389,1224024-R-11,H09,287.378,-0.282,2,84.220,4,,Cc1cnn(C(C)C(C)NC2CS(=O)(=O)CC2O)c1
Z1276784254,1224024-R-11,H10,281.374,2.653,2,63.250,4,,CCOC1CC(NC(=O)Nc2nccs2)C12CCC2
Z1333880028,1224024-R-11,H11,236.313,0.301,2,70.670,4,,CC1CCCC(C(=O)NCCc2nnc[nH]2)C1
Z1142021668,1224024-R-12,A02,292.377,0.674,2,70.400,4,,C=C(C)CN1CCC(NC(=O)Nc2c(C)noc2C)CC1
Z1204507810,1224024-R-12,A03,280.429,2.851,1,41.990,6,,CC(CC1CCCCC1)C(=O)NCCc1cscn1
Z1130647122,1224024-R-12,A04,281.417,2.912,2,54.020,5,,CCc1nc(CCNC(=O)NC2CCCC2C)cs1
Z558589220,1224024-R-12,A05,277.365,1.371,2,62.190,3,,CCn1cc(NC(=O)NC2CCN3CCCCC23)cn1
Z1015416886,1224024-R-12,A06,299.455,2.240,1,45.230,4,,CCc1nc(CCNC(=O)N2CCSCC2)sc1C
Z641276682,1224024-R-12,A07,304.291,1.578,2,58.280,4,,OCc1nc2ccccc2n1CC(O)c1cc(F)ccc1F
Z1208284625,1224024-R-12,A08,208.260,1.159,3,69.810,3,,CCc1[nH]nc(NC(=O)NC2CC2)c1C
Z1210571784,1224024-R-12,A09,331.413,1.410,2,77.570,5,,O=C(NCCN1CCN(C(=O)C2CCC2)CC1)Nc1ccccn1
Z1141311208,1224024-R-12,A10,293.322,-0.205,2,96.330,5,,Cc1cc(NC(=O)NCCCN2C(=O)CCC2=O)n(C)n1
Z450063560,1224024-R-12,A11,284.742,0.615,1,67.350,3,,CC(C)NC(=O)c1nc(N2CCOCC2)ncc1Cl
Z1184938732,1224024-R-12,B02,298.404,0.308,1,76.880,6,,CS(=O)c1nncn1CC(=O)NCCC1CCCCC1
Z385029580,1224024-R-12,B03,261.363,1.963,1,46.920,3,,O=C(NC1CCCC1n1ccnc1)C1CCCCC1
Z446482172,1224024-R-12,B04,264.367,2.646,2,58.950,4,,O=C(NCCn1ccnc1)NC1CCCCCCC1
Z595841388,1224024-R-12,B05,267.327,-0.064,2,93.250,5,,CC(C)C(C)N(C)C(=O)Nc1cnn(CC(N)=O)c1
Z1192265073,1224024-R-12,B06,246.308,0.109,1,70.710,4,,Cc1ncn(CC(=O)NC(C)(C#N)C2CC2)c1C
Z1241736976,1224024-R-12,B07,319.359,0.279,2,86.800,3,,CN1CCC(NC(=O)Nc2ccc(N3CCOCC3)nc2)C1=O
Z1247528842,1224024-R-12,B08,281.351,2.500,3,87.390,4,,Cc1cc(NC(=O)NC(C)(CO)C2CCCCC2)no1
Z411697188,1224024-R-12,B09,222.287,1.694,2,58.950,3,,CCn1cc(NC(=O)NC2CCCC2)cn1
Z240996098,1224024-R-12,B10,318.303,0.852,1,78.670,3,,Cn1c(=O)c2c(ncn2CC(O)c2ccc(F)cc2)n(C)c1=O
Z1247528904,1224024-R-12,B11,294.393,2.168,3,79.180,4,,Cc1cc(NC(=O)NC(C)(CO)C2CCCCC2)n(C)n1
Z992051690,1224024-R-12,C02,235.282,1.355,3,74.250,2,,O=C(Nc1ccccn1)NC1CCCCC1O
Z56260316,1224024-R-12,C03,219.283,2.607,2,54.020,2,,O=C(Nc1ccccn1)NC1CCCCC1
Z87951774,1224024-R-12,C04,306.317,1.241,1,90.030,7,,C=CCn1c(=O)n(CC=C)c(=O)n(CC(=O)NC2CC2)c1=O
Z1139457543,1224024-R-12,C05,280.366,-0.608,2,68.180,6,,Cc1cnn(CC(C)NCC(=O)NC2CCOCC2)c1
Z1210571277,1224024-R-12,C06,294.297,2.564,2,66.910,3,,O=C(Nc1nncs1)NC1(C(F)(F)F)CCCCC1
Z228510172,1224024-R-12,C07,326.271,0.843,2,83.630,5,,NC(=O)c1ccc(C(F)(F)F)n(CC(O)c2ccccc2)c1=O
Z1038558270,1224024-R-12,C08,332.354,0.576,3,99.770,7,,COCCn1c(NC(C)=O)c(NCc2ccccc2)c(=O)[nH]c1=O
Z1193719292,1224024-R-12,C09,263.253,-0.268,3,103.430,4,,O=C(NCCN1C(=O)CNC1=O)Nc1cccnc1
Z1256755638,1224024-R-12,C10,235.282,1.042,3,74.250,5,,O=C(Nc1cccnc1)NC(CCO)C1CC1
Z1232964247,1224024-R-12,C11,268.335,1.320,3,87.140,3,,O=C(Nc1nncs1)NC1C2CCC(C2)C1CO
Z403169938,1224024-R-12,D02,238.286,0.164,2,76.020,6,,CCCNC(=O)CNC(=O)C(C)n1cccn1
Z1230730174,1224024-R-12,D03,278.350,1.339,1,67.350,3,,CC(C)NC(=O)c1ccc(N2CCOC(C)(C)C2)nn1
Z432143712,1224024-R-12,D04,283.350,0.885,2,87.220,4,,O=C(NCCN1CCCCCC1=O)Nc1nncs1
Z1191094468,1224024-R-12,D05,226.229,0.668,2,80.680,6,,COCCOCC(=O)Nc1cccnc1O
Z1231014051,1224024-R-12,D06,280.267,2.700,1,55.240,4,,Oc1cc(C(F)(F)F)nc(SCC2CCCO2)n1
Z1157008372,1224024-R-12,D07,294.393,2.404,2,68.180,5,,Cn1nc(CC(C)(C)C)cc1NC(=O)NCC1CCCO1
Z431978018,1224024-R-12,D08,251.282,1.399,2,84.220,4,,O=C(Cn1cc(C(=O)O)cn1)NC1CCCCC1
Z403528182,1224024-R-12,D09,342.414,-0.869,2,100.630,6,,CS(=O)(=O)NCCC(=O)NCc1cccnc1N1CCOCC1
Z1250485246,1224024-R-12,D10,284.378,0.416,3,77.490,3,,Cc1csc(NC(=O)NCC2(O)CCN(C)CC2)n1
Z1230086421,1224024-R-12,D11,308.376,1.195,3,86.720,5,,CCC(C)(CO)NC(=O)Nc1ccc(N2CCOCC2)nc1
Z425613622,1224024-R-12,E02,329.437,1.671,1,62.300,5,,O=C(NCCc1ccccn1)C1CCCN1C(=O)C1CCCCC1
Z983904816,1224024-R-12,E03,249.309,1.974,3,74.250,3,,O=C(NCC1(O)CCCCC1)Nc1ccncc1
Z316057750,1224024-R-12,E04,347.796,0.829,1,85.920,6,,Cc1nn(CC(O)COCc2ccccc2Cl)c(=O)c(C#N)c1C
Z1251375102,1224024-R-12,E05,316.421,2.888,1,95.720,5,,N#Cc1cc(C#N)c(SCCOC2CCCCCC2)nc1N
Z364305134,1224024-R-12,E06,279.335,2.004,2,84.220,4,,Cc1cc(C)n(CC(=O)NC2(C(=O)O)CCCCC2)n1
Z1241608993,1224024-R-12,E07,326.393,2.420,1,73.060,5,,Cc1cc2ncn(CC(O)COc3cc(C)c(C)nn3)c2cc1C
Z1199526300,1224024-R-12,E08,262.265,0.207,2,91.400,4,,O=C(NCCN1C(=O)CCC1=O)Nc1ccccn1
Z769022768,1224024-R-12,E09,276.331,1.710,2,79.290,4,,Cc1ccc(CC(=O)NC2(C(=O)O)CCCCC2)cn1
Z1139746706,1224024-R-12,E10,289.376,1.353,1,73.950,6,,CN(C(=O)CNCCn1cccn1)C1(C#N)CCCCC1
Z1232964271,1224024-R-12,E11,295.400,2.921,3,74.250,3,,Cc1nc(NC(=O)NC2C3CCC(C3)C2CO)sc1C
Z1014120582,1224024-R-12,F02,332.318,2.613,1,60.450,6,,CC(OCC1CCCCO1)C(=O)Nc1cccc(C(F)(F)F)n1
