Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds,ID,SMILES
Z1607728620,1224024-R-34,C08,274.239,1.670,1,47.280,5,,COC[C@@H](O)Cn1c(C(F)(F)F)nc2ccccc21
Z1889710265,1224024-R-34,C09,152.151,-0.460,2,76.210,2,,Cl.Nc1ncccc1CC(=O)O
Z1677762484,1224024-R-34,C10,283.365,2.422,2,54.020,3,,CSC1CCCC(NC(=O)Nc2ccncc2F)C1
Z393161350,1224024-R-34,C11,292.377,0.063,1,67.230,5,,Cc1nn(C)c(C)c1CCNC(=O)CN1CCCCC1=O
Z1747648111,1224024-R-34,D02,287.357,1.784,1,54.460,6,,C#CCCCCC(=O)Nc1cnccc1N1CCOCC1
Z1727917908,1224024-R-34,D03,271.306,0.051,1,46.920,4,,Cn1cncc1CCNC(=O)C1CCC(F)(F)CC1
Z1798582833,1224024-R-34,D04,334.456,2.353,2,64.680,5,,Cc1ccn(C)c(=O)c1NC(=O)NCC1CCCCN1CC(C)C
Z1636165328,1224024-R-34,D05,224.256,2.031,2,71.450,5,,CCOC(CC)C(=O)Nc1ccncc1O
Z1735251160,1224024-R-34,D06,275.389,2.054,1,45.230,5,,CN(C)CC(=O)NCC1(c2ccncc2)CCCCC1
Z1689267892,1224024-R-34,D07,292.215,0.053,1,78.670,3,,Cn1c(=O)c2c(ncn2CC(O)C(F)(F)F)n(C)c1=O
Z1732170310,1224024-R-34,D08,322.378,0.560,2,66.490,4,,O=C(Nc1ccc(F)cn1)NC1CCN(CC2CCOC2)CC1
Z1836190498,1224024-R-34,D09,244.314,1.296,2,87.790,6,,CCCCCNC(=O)Cn1nc(N)sc1=O
Z1833937853,1224024-R-34,D10,318.292,0.349,2,69.640,5,,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCC1CCC(O)C1
Z195660060,1224024-R-34,D11,269.320,-0.131,2,88.160,2,,CC1(NC(=O)Nc2cccnc2)CCS(=O)(=O)C1
Z1693442588,1224024-R-34,E02,278.350,1.914,2,66.490,4,,Cc1cc(C)nc(NC(=O)NCCN2CCOCC2)c1
Z1732185968,1224024-R-34,E03,267.299,2.248,3,74.250,3,,O=C(NCC1(O)CCCCC1)Nc1ccc(F)cn1
Z1652269721,1224024-R-34,E04,264.324,0.712,1,81.340,3,,Cc1cc(N2CCOCC2C(N)=O)nc(C(C)C)n1
Z1637766783,1224024-R-34,E05,320.430,2.356,3,77.490,5,,Cc1nc(N2CCCC2)ccc1NC(=O)N[C@H](CO)C(C)(C)C
Z1732247567,1224024-R-34,E06,238.286,0.676,2,68.180,3,,COC1CCCC1NC(=O)Nc1ccnn1C
Z1722875384,1224024-R-34,E07,321.802,2.615,2,63.250,2,,Cc1nccc(NC(=O)NC2C3CCOC3C23CCC3)c1Cl
Z1732181908,1224024-R-34,E08,267.299,2.128,2,63.250,4,,O=C(NCCC1CCCCO1)Nc1ccc(F)cn1
Z1732184181,1224024-R-34,E09,253.273,1.832,2,63.250,3,,COC1CCCC1NC(=O)Nc1ccc(F)cn1
Z410516656,1224024-R-34,E10,241.310,1.577,2,63.250,3,,Cc1cnc(NC(=O)NCC2CCCO2)s1
Z1780870288,1224024-R-34,E11,280.323,0.942,2,87.470,4,,O=C(NCCC(=O)N1CCCCCC1)Nc1ncco1
Z854093456,1224024-R-34,F02,276.212,1.266,1,62.660,3,,O=C(O)C1CN(c2ncccc2C(F)(F)F)CCO1
Z1188066548,1224024-R-34,F03,256.321,-0.297,2,79.290,7,,Cc1nc(CC(=O)NCCCCC(=O)O)cs1
Z1642406147,1224024-R-34,F04,302.368,2.230,1,62.130,6,,CCc1ccc(OCC(O)Cn2cnc(C)c(C)c2=O)cc1
Z1736604640,1224024-R-34,F05,320.430,2.414,2,64.680,5,,CC(C)CN1CCCCC1CNC(=O)Nc1cccn(C)c1=O
Z1767205517,1224024-R-34,F06,294.389,1.557,2,75.360,5,,Cc1noc(C)c1CC(=O)NC(C)(CO)C1CCCCC1
Z1772705752,1224024-R-34,F07,331.456,1.101,2,60.500,3,,Cc1ccc(NC(=O)NC2CCN(C3CCN(C)CC3)CC2)cn1
Z1665423076,1224024-R-34,F08,318.295,2.028,2,66.490,5,,O=C(NCCN1CCOCC1)Nc1cc(C(F)(F)F)ccn1
Z1780873263,1224024-R-34,F09,239.271,1.030,2,76.390,4,,O=C(NCCC1CCCCO1)Nc1ncco1
Z1729281193,1224024-R-34,F10,225.287,0.002,2,67.150,5,,CCC(C)NC(=O)Cn1ccc(C(C)O)n1
Z230864790,1224024-R-34,F11,262.351,2.641,2,57.260,3,,CC(C)(C)NC(=O)Nc1ccc(N2CCCC2)nc1
Z1693448747,1224024-R-34,G02,263.335,2.556,2,63.250,3,,COC1CCCC1NC(=O)Nc1cc(C)cc(C)n1
Z1672746654,1224024-R-34,G03,322.787,2.324,1,62.130,5,,Cc1ccc(Cl)c(OCC(O)Cn2cnc(C)c(C)c2=O)c1
Z1699932408,1224024-R-34,G04,312.366,1.751,1,96.990,3,,Cc1ccn(CC(=O)NC2(C#N)CCCCCC2)c(=O)c1C#N
Z1722881685,1224024-R-34,G05,283.754,2.401,2,63.250,4,,COC1(CNC(=O)Nc2ccnc(C)c2Cl)CCC1
Z1689270780,1224024-R-34,G06,288.266,1.014,2,58.280,6,,OCCCc1nc2ccccc2n1CC(O)C(F)(F)F
Z1693413438,1224024-R-34,G07,277.362,2.882,3,74.250,4,,Cc1cccc(NC(=O)NCC(O)C2CCCCC2)n1
Z1824395655,1224024-R-34,G08,225.201,-0.118,2,93.570,2,,O=C(Nc1ccc(O)nn1)C1COCCO1
Z1895742149,1224024-R-34,G09,168.196,-2.073,1,51.970,1,,Cl.Cl.Cn1cnnc1C1CNCCO1
Z1828856555,1224024-R-34,G10,281.351,0.579,1,77.250,5,,COC(C)(C)c1nc(CC(=O)NC2CCCCC2)no1
Z1835930076,1224024-R-34,G11,276.374,1.595,2,62.220,7,,O=C(CCC1CCCC1)NC(CO)Cc1ccccn1
Z1627185232,1224024-R-34,H02,261.363,1.825,1,46.920,6,,CC(C)c1nccn1CC(=O)NC(C1CC1)C1CC1
Z1642406459,1224024-R-34,H03,343.205,2.587,1,62.130,5,,Cc1ncn(CC(O)COc2cc(Cl)ccc2Cl)c(=O)c1C
Z1738313965,1224024-R-34,H04,232.325,1.455,1,53.640,5,,N#CCCCNC1CCCCC1n1cccn1
Z1727928396,1224024-R-34,H05,237.298,-0.307,1,56.150,4,,Cn1cncc1CCNC(=O)C1CCCCO1
Z1863617792,1224024-R-34,H06,166.224,-1.019,2,41.880,1,,Cl.Cl.Cl.Cn1ccnc1C1CNCCN1
Z1722791045,1224024-R-34,H07,235.282,0.421,1,54.460,2,,CNC(=O)C1CN(c2cccc(C)n2)CCO1
Z1818888250,1224024-R-34,H08,294.293,2.830,1,55.240,7,,Oc1cc(C2CC2)nc(SCCOCC(F)(F)F)n1
Z1276496476,1224024-R-34,H09,278.691,1.851,1,58.640,2,,O=c1[nH]c(=O)n(CC2Cc3ccccc3O2)cc1Cl
Z1523913099,1224024-R-34,H10,275.346,1.488,2,61.440,4,,Cc1cc(=O)n(C)cc1NC(=O)NCCC1=CCCC1
Z735953586,1224024-R-34,H11,324.298,1.393,1,52.900,5,,O=c1c(C(F)(F)F)cc(C2CC2)nn1CC(O)c1ccccc1
Z1630286976,1224024-R-35,A02,279.335,0.704,3,79.460,4,,Cc1cc(NC(=O)NCCC2CCCCO2)c[nH]c1=O
Z410514484,1224024-R-35,A03,268.335,0.845,2,74.330,3,,Cc1cnc(NC(=O)NCC(=O)N2CCCC2)s1
Z1499520692,1224024-R-35,A04,290.357,2.012,2,69.640,5,,Cc1cc(O)cc(=O)n1CC(=O)NCC1(C2CC2)CCC1
Z57187116,1224024-R-35,A05,220.268,0.859,1,47.280,5,,CCOCCn1c(CO)nc2ccccc21
Z1677713715,1224024-R-35,A06,288.269,2.499,2,66.910,4,,O=C(Nc1cccnn1)NC(C1CCCC1)C(F)(F)F
Z1745393144,1224024-R-35,A07,331.456,1.101,2,60.500,3,,Cc1cccc(NC(=O)NC2CCN(C3CCN(C)CC3)CC2)n1
Z1732181365,1224024-R-35,A08,251.257,1.131,2,63.250,2,,O=C(Nc1ccc(F)cn1)NC1CC2CCC1O2
Z1139747631,1224024-R-35,A09,250.340,1.045,1,50.160,5,,CC1CCCN(C(=O)CNCCn2cccn2)C1
Z1139451800,1224024-R-35,A10,275.349,0.480,2,82.740,6,,Cc1cnn(CCNCC(=O)NC2(C#N)CCCC2)c1
Z1637072147,1224024-R-35,A11,265.394,2.162,2,50.080,4,,CC1CCCC(NCC(C)(O)c2cnn(C)c2)C1C
Z95573245,1224024-R-35,B02,267.347,0.052,1,62.300,5,,CCCNC(=O)Cc1csc(N2CCCC2=O)n1
Z1411433376,1224024-R-35,B03,276.334,1.885,2,76.140,4,,COC1CCCC1NC(=O)Nc1cnc(C2CC2)nc1
Z983337702,1224024-R-35,B04,291.389,1.276,2,70.560,3,,Cc1nc(C)c(CC(=O)NC2(C)CCC(C)CC2)c(=O)[nH]1
Z56768778,1224024-R-35,B05,286.329,2.587,3,86.610,3,,O=C(C1=C(O)N=C(C2CCCCC2)NN1)c1ccncc1
Z1693413459,1224024-R-35,B06,292.377,2.033,2,66.490,4,,Cc1cccc(NC(=O)NC(C)C(C)N2CCOCC2)n1
Z1765224104,1224024-R-35,B07,280.366,2.790,2,73.800,6,,CC(C)CCC1CCCC1NC(=O)Cn1cn[nH]c1=O
Z1455260948,1224024-R-35,B08,281.351,2.148,2,84.220,6,,Cc1cc(C)n(C(C)C(=O)N[C@@H](CC(C)C)C(=O)O)n1
Z1139454066,1224024-R-35,B09,250.340,0.387,1,50.160,7,,Cc1cnn(CCNCCCN2CCCC2=O)c1
Z1537215421,1224024-R-35,B10,330.425,2.303,2,66.490,6,,C=CCNC(=O)c1ccc(NCC2CN3CCCCC3CO2)nc1
Z1623244576,1224024-R-35,B11,319.442,2.037,2,65.460,5,,CN(CC1CCCCC1O)C(=O)NCC(C)(C)c1ccncc1
Z203704166,1224024-R-35,C02,261.320,0.631,1,78.920,3,,Cc1noc(C)c1CC(=O)NC1(C#N)CCCCC1
Z1445245597,1224024-R-35,C03,270.348,1.256,2,79.290,5,,C[C@H](NC(=O)Cc1csc(C(C)(C)C)n1)C(=O)O
Z1560842486,1224024-R-35,C04,340.340,2.810,1,52.900,5,,CC(C)c1cc(=O)n(CC(C)(O)c2cccc(C(F)(F)F)c2)cn1
Z44425808,1224024-R-35,C05,298.293,1.304,1,90.630,5,,COCCn1cc(C(=O)c2ccccc2O)cc(C#N)c1=O
Z1699933656,1224024-R-35,C06,275.303,0.452,1,82.430,4,,Cc1ccn(CC(=O)NCC2CCCO2)c(=O)c1C#N
Z1693441166,1224024-R-35,C07,289.373,2.497,2,63.250,2,,Cc1cc(C)nc(NC(=O)NC2C3CCOC3C2(C)C)c1
Z1723078126,1224024-R-35,C08,290.364,1.754,2,95.630,5,,CCC(CC#N)NC(=O)Nc1ncn(C2CCCCC2)n1
Z1546762244,1224024-R-35,C09,250.383,2.419,1,42.740,6,,CCc1nncn1CCNCC1CCC(C)CC1
Z1537214742,1224024-R-35,C10,273.334,1.141,1,74.070,3,,N#Cc1nccnc1NCC1CN2CCCCC2CO1
Z1763390941,1224024-R-35,C11,316.398,-0.049,1,65.540,4,,O=C(NCCc1ccccn1)N1CCCN(C(=O)C2CC2)CC1
Z1820584549,1224024-R-35,D02,290.404,1.339,1,59.810,5,,CC(C)=CC1C(C(=O)NCC(C)c2nncn2C)C1(C)C
Z1215168482,1224024-R-35,D03,319.445,2.891,2,70.150,4,,CCN1CCC(NC(=O)Nc2cnc(C(C)(C)C)nc2)CC1C
Z1417096874,1224024-R-35,D04,332.318,2.271,2,69.640,5,,Cc1cc(O)cc(=O)n1CC(=O)NC(C1CCCC1)C(F)(F)F
Z295463794,1224024-R-35,D05,326.390,2.757,1,56.510,6,,COc1ccccc1OCCn1c(C(C)(C)O)nc2ccccc21
Z1693447751,1224024-R-35,D06,306.403,2.532,2,66.490,4,,Cc1cc(C)nc(NC(=O)NC(C)C(C)N2CCOCC2)c1
Z1693457729,1224024-R-35,D07,235.282,2.627,2,63.250,3,,COc1ccc(C)nc1NC(=O)NC1CC1C
Z1460278261,1224024-R-35,D08,307.388,1.251,1,71.000,5,,COCc1cc(=O)n(CC(=O)NC2CCCC(C)C2C)cn1
Z1143054593,1224024-R-35,D09,292.420,1.779,2,58.950,7,,Cc1cnn(C(C)C(C)NCCC(=O)NC2CCCC2)c1
Z1622843615,1224024-R-35,D10,305.415,1.738,2,65.460,5,,Cc1ccc(CCNC(=O)N(C)CC2CCCCC2O)cn1
Z1701498182,1224024-R-35,D11,236.356,2.306,1,42.740,4,,CC(Cn1cncn1)NC1CCC(C)C(C)C1
Z82876972,1224024-R-35,E02,264.386,2.228,1,41.990,5,,Cc1nc(CC(=O)NCCC2=CCCCC2)cs1
Z1466232259,1224024-R-35,E03,326.414,0.954,2,101.050,3,,CC1(NC(=O)Nc2ccc(C(C)(C)C)nn2)CCS(=O)(=O)C1
Z1945984113,1224024-R-35,E04,265.186,0.227,2,77.840,4,,CC(O)(Cn1cc(C(F)(F)F)ccc1=O)C(=O)O
Z104493598,1224024-R-35,E05,224.217,-0.870,1,78.670,2,,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
Z1693414855,1224024-R-35,E06,301.383,2.890,2,63.250,2,,Cc1cccc(NC(=O)NC2C3CCOC3C23CCCC3)n1
Z1656972597,1224024-R-35,E07,301.383,2.890,2,63.250,2,,Cc1ccc(NC(=O)NC2C3CCOC3C23CCCC3)nc1
Z1500026163,1224024-R-35,E08,305.375,1.788,2,79.380,3,,CN(C)c1ncc(NC(=O)NC2C3CCOC3C2(C)C)cn1
Z1139455748,1224024-R-35,E09,266.339,0.310,1,59.390,5,,Cc1cnn(CC(C)NCC(=O)N2CCOCC2)c1
Z1686868921,1224024-R-35,E10,278.393,2.503,2,58.950,4,,CC1CCC(NC(=O)NCCc2ccnn2C)C(C)C1
Z1816961940,1224024-R-35,E11,250.360,1.929,1,41.990,3,,CNC(=O)Cc1nc(C2CC3CCC2C3)cs1
Z339291130,1224024-R-35,F02,291.389,1.354,1,54.460,6,,CCCC(C)C(=O)NCc1cccnc1N1CCOCC1
Z1692101903,1224024-R-35,F03,286.372,3.351,2,57.260,3,,CN(C)c1cccc(NC(=O)NC2C3C4CCC(C4)C23)n1
Z1480684633,1224024-R-35,F04,156.143,-2.133,2,94.030,3,,NC(=O)c1cn(CCO)nn1
Z2735707361,1224024-R-35,F05,259.307,0.809,1,83.600,5,,N#Cc1ncn(CC(=O)NCCC2=CCCCC2)n1
Z1656964716,1224024-R-35,F06,262.308,1.117,3,83.120,5,,Cc1ccc(NC(=O)NCC(=O)NCC2CC2)nc1
Z1693441759,1224024-R-35,F07,261.320,1.855,2,63.250,2,,Cc1cc(C)nc(NC(=O)NC2CC3CCC2O3)c1
Z1772625655,1224024-R-35,F08,331.456,1.101,2,60.500,3,,Cc1cncc(NC(=O)NC2CCN(C3CCN(C)CC3)CC2)c1
Z1532950858,1224024-R-35,F09,331.198,2.069,1,63.410,4,,OC(CN1CCOCC1)Cn1nnc2cc(Cl)c(Cl)cc21
Z1693288244,1224024-R-35,F10,295.400,2.026,2,63.250,4,,CCc1csc(NC(=O)NC2CCOC(C3CC3)C2)n1
Z1560515678,1224024-R-35,F11,276.334,0.618,2,74.330,5,,Cc1cnccc1NC(=O)NCCCN1CCCC1=O
Z635147502,1224024-R-35,G02,306.446,2.346,1,50.280,6,,CC(C)(C)CC(C)(C)NCc1cnc(N2CCOCC2)nc1
Z993841286,1224024-R-35,G03,237.301,1.929,1,72.700,3,,CC1(NC(=O)Cn2cnnn2)CCCCCC1
Z1213668744,1224024-R-35,G04,234.251,0.723,1,73.560,2,,Cc1cc(O)n(CC2CCCO2)c(=O)c1C#N
Z854095516,1224024-R-35,G05,196.250,0.054,2,62.830,3,,CCCc1nc(C2CNCCO2)n[nH]1
Z1311785813,1224024-R-35,G06,294.393,2.946,2,68.180,4,,CCc1cc(NC(=O)NC2CC(C)(OC)C2(C)C)n(C)n1
Z1348409116,1224024-R-35,G07,217.224,0.834,1,67.170,3,,N#Cc1ccc(NCC2=COCCO2)cn1
Z1992316353,1224024-R-35,G08,152.197,-0.673,1,42.740,1,,Cc1nc(C)n(C2CNC2)n1.Cl.Cl
Z1143146792,1224024-R-35,G09,250.340,0.585,1,50.160,5,,CC(NCC(=O)N1CCCC1)C(C)n1cccn1
Z1697111214,1224024-R-35,G10,265.394,2.162,2,50.080,4,,CC1CCC(NCC(C)(O)c2cnn(C)c2)CC1C
Z1171654697,1224024-R-35,G11,291.389,1.093,1,54.460,6,,CC(C)CN1CCOC(CNC(=O)Cc2cccnc2)C1
Z1767478450,1224024-R-35,H02,319.442,1.861,1,61.770,4,,Cc1ccc(=O)n(CC(=O)NC2CCCC(C(C)(C)C)CC2)n1
Z1397233325,1224024-R-35,H03,274.294,-0.423,1,98.500,3,,CC1(C(=O)NS(=O)(=O)Cc2ccon2)CCCO1
Z228465322,1224024-R-35,H04,269.280,-2.970,1,117.740,3,,N#Cc1ncn(CC(=O)NC2CCS(=O)(=O)C2)n1
Z1642406193,1224024-R-35,H05,278.734,1.762,1,52.900,3,,Cc1ncn(CC(O)c2ccc(Cl)cc2)c(=O)c1C
Z1772785834,1224024-R-35,H06,335.420,0.426,2,60.500,3,,CN1CCC(N2CCC(NC(=O)Nc3ccncc3F)CC2)CC1
Z1732192395,1224024-R-35,H07,259.228,2.791,2,54.020,3,,CC1CC1NC(=O)Nc1cccc(C(F)(F)F)n1
Z422695238,1224024-R-35,H08,266.339,0.584,1,59.390,5,,CC(CN1CCOCC1)NC(=O)C(C)n1cccn1
Z1139746722,1224024-R-35,H09,266.339,0.339,2,68.180,7,,CC(NCCn1cccn1)C(=O)NCC1CCCO1
Z1615208276,1224024-R-35,H10,293.404,1.502,1,56.150,3,,Cc1nn(C)c(C)c1CC(=O)NC1CC(C)(C)OC1(C)C
Z422899184,1224024-R-35,H11,279.381,1.186,1,63.050,5,,CC1CCCN(C(C)CNC(=O)C(C)n2cncn2)C1
Z1677839185,1224024-R-36,A02,319.442,2.812,2,61.440,4,,CCn1ccc(=O)c(NC(=O)NC2CC(C)CCC2C(C)C)c1
Z1610027973,1224024-R-36,A03,335.441,2.147,1,71.000,5,,COCCn1nc(C(=O)NC2CC(C)(C)CC(C)(C)C2)ccc1=O
Z1609045872,1224024-R-36,A04,252.310,1.486,1,52.610,6,,COCCOc1ncccc1NC1CCOCC1
Z1674938723,1224024-R-36,A05,225.287,-0.438,2,67.150,5,,CC(C)(C)NC(=O)Cn1cc(CCO)cn1
Z1647914239,1224024-R-36,A06,255.380,1.235,1,50.950,5,,CC(C)c1noc(CCNC2CCCSC2)n1
Z1726157204,1224024-R-36,A07,290.404,1.757,1,50.160,5,,CN(C)C(CNC(=O)C1=CCCCCC1)c1cnn(C)c1
Z1570898927,1224024-R-36,A08,288.290,2.203,1,52.610,7,,CC(COC1CCOC1)Nc1ccc(OC(F)F)cn1
Z1894244351,1224024-R-36,A09,252.310,0.350,1,62.130,6,,CCOCC(O)Cn1cnc(C2CCC2)cc1=O
Z100767300,1224024-R-36,A10,325.426,-0.691,1,79.370,5,,CCS(=O)(=O)N1CCC(C(=O)NCCc2ccccn2)CC1
Z1143051814,1224024-R-36,A11,294.393,1.388,1,59.390,5,,CC1CN(C(=O)CNC(C)C(C)n2cccn2)CC(C)O1
Z818981164,1224024-R-36,B02,236.313,0.526,1,50.160,5,,O=C(CNCCn1cccn1)N1CCCCC1
Z1515031127,1224024-R-36,B03,332.441,1.937,2,74.330,5,,Cc1cnccc1CCNC(=O)NC(C)C(=O)N1CCCCC1C
Z1693431820,1224024-R-36,B04,290.361,1.391,2,74.330,3,,CCC(=O)N1CCC(NC(=O)Nc2cc(C)cc(C)n2)C1
Z1649156840,1224024-R-36,B05,222.240,1.774,2,71.450,2,,CC1(C(=O)Nc2ncccc2O)CCCO1
Z1348399735,1224024-R-36,B06,290.281,1.790,1,45.590,5,,OCCOC1CCCN(c2cc(C(F)(F)F)ccn2)C1
Z1499838516,1224024-R-36,B07,279.335,0.269,1,75.440,4,,Cc1noc(C)c1C(C)CNC(=O)C1CC(=O)N(C)C1
Z1798865848,1224024-R-36,B08,283.390,1.595,1,54.460,4,,CCC1(C)CN(C(=O)NCCc2cscn2)CCO1
Z1048258818,1224024-R-36,B09,282.342,-0.320,1,85.170,7,,COCCN1CCC(CNC(=O)Cn2cnnn2)CC1
Z414796762,1224024-R-36,B10,266.339,0.560,1,59.390,5,,CC(Cn1cccn1)NCC(=O)N1CCOC(C)C1
Z338401370,1224024-R-36,B11,295.381,0.619,1,72.280,6,,CC(C)CN1CCOC(CNC(=O)C(C)n2cncn2)C1
Z1339166843,1224024-R-36,C02,269.363,2.428,2,67.160,4,,CCSC1CCCC1NC(=O)Nc1cc(C)on1
Z1516538222,1224024-R-36,C03,327.381,0.262,1,73.960,6,,CN(Cc1ccccc1)CC(O)Cn1ncc2cnn(C)c(=O)c21
Z1693446495,1224024-R-36,C04,333.472,2.222,2,60.500,5,,Cc1cc(C)nc(NC(=O)NCC(C(C)C)N2CCN(C)CC2)c1
Z1616227221,1224024-R-36,C05,294.393,1.830,2,68.180,5,,CCC(CC)C1CC(NC(=O)Nc2cnn(C)c2)CCO1
Z2472753805,1224024-R-36,C06,231.294,2.454,1,57.940,3,,COC1CCCCC1Nc1ccc(C#N)nc1
Z1822757007,1224024-R-36,C07,249.352,1.204,1,46.920,6,,CC(C)C(CNC(=O)CC1CC1)c1ccnn1C
Z1837907100,1224024-R-36,C08,329.361,2.352,1,45.230,4,,CC1(C)CN(C(=O)NCCc2cccnc2)CCC1C(F)(F)F
Z1444947453,1224024-R-36,C09,273.716,1.796,2,84.220,5,,CCC(NC(=O)C(C)(C)n1cc(Cl)cn1)C(=O)O
Z253446988,1224024-R-36,C10,219.283,0.696,1,46.920,5,,O=C(CC1C=CCC1)NCCn1ccnc1
Z1139456791,1224024-R-36,C11,238.329,0.527,2,58.950,7,,CCNC(=O)CCNC(C)Cn1cc(C)cn1
Z446569242,1224024-R-36,D02,340.441,0.868,2,91.400,5,,CS(=O)(=O)NCC1CCCCN1C(=O)NCCc1ccccn1
Z1516538185,1224024-R-36,D03,332.330,0.078,1,79.950,6,,Cn1ncc2cnn(CC(O)COCc3ccccc3F)c2c1=O
Z1609712253,1224024-R-36,D04,280.320,0.087,2,92.430,4,,Cc1noc(C)c1C(C)C(=O)NC1CCC(C(=O)O)C1
Z1693392156,1224024-R-36,D05,330.306,1.900,2,74.330,4,,Cc1cccc(NC(=O)NC2CCCN(CC(F)(F)F)C2=O)n1
Z1647861713,1224024-R-36,D06,255.380,0.431,2,50.080,4,,Cn1cc(C(C)(O)CNC2CCCSC2)cn1
Z1309546478,1224024-R-36,D07,281.351,0.291,1,67.710,6,,COCc1nc(C)cc(N2CCCC(OCCO)C2)n1
Z1798890305,1224024-R-36,D08,305.415,2.392,1,54.460,4,,CCC1(C)CN(C(=O)NCC(C)(C)c2ccncc2)CCO1
Z1587287880,1224024-R-36,D09,211.236,-0.170,1,51.380,2,,NCc1cnc(N2CCOCC2)c(F)c1
Z333678146,1224024-R-36,D10,265.308,-0.511,1,63.690,5,,COCC(=O)NCc1cccnc1N1CCOCC1
Z1139457530,1224024-R-36,D11,278.393,-0.217,1,50.160,5,,CC(=O)N1CCC(CNC(C)Cn2cc(C)cn2)CC1
Z1083148106,1224024-R-36,E02,344.494,2.247,1,48.470,5,,CC1CCN(CC2CCCN(C(=O)NCCc3ccccn3)C2)CC1
Z1636438061,1224024-R-36,E03,332.441,0.164,1,65.540,5,,Cc1cnccc1CCNC(=O)N1CCC(CC(=O)N(C)C)CC1
Z1722732265,1224024-R-36,E04,236.310,2.117,1,43.380,6,,Cc1cccc(NCCOCC2CCCO2)n1
Z1727916818,1224024-R-36,E05,221.299,0.516,1,46.920,4,,Cn1cncc1CCNC(=O)[C@H]1CC1(C)C
Z285124046,1224024-R-36,E06,329.394,0.847,1,79.370,6,,O=C(CCN1C(=O)C2CCCCC2C1=O)NCCc1cccnc1
Z94531147,1224024-R-36,E07,279.335,0.627,1,63.690,6,,COCCCNC(=O)c1cccnc1N1CCOCC1
Z1823488413,1224024-R-36,E08,304.387,1.457,1,65.540,5,,CCCN1CCCN(C(=O)NCCc2cccnc2)CC1=O
Z1597939859,1224024-R-36,E09,293.404,2.480,1,60.180,6,,CCOC1CC(NCCc2nc(C)no2)C12CCCCC2
Z364844256,1224024-R-36,E10,265.355,1.048,1,63.050,5,,CC(C(=O)NCCN1CCCCCC1)n1cncn1
Z228464310,1224024-R-36,E11,247.296,0.704,1,83.600,3,,N#Cc1ncn(CC(=O)NC2CCCCCC2)n1
Z369253174,1224024-R-36,F02,342.457,1.812,1,74.770,6,,CCCCN(C)S(=O)(=O)NCc1ccnc(N2CCOCC2)c1
Z1452532074,1224024-R-36,F03,331.452,2.074,2,63.250,4,,CC(CNC(=O)NC1CCOC2(CCCCC2)C1)c1ccncc1
Z1677747141,1224024-R-36,F04,267.299,1.678,2,63.250,4,,O=C(NCCC1CCCCO1)Nc1ccncc1F
Z1642406253,1224024-R-36,F05,336.813,2.168,1,62.130,6,,Cc1ncn(CC(O)COC(C)c2ccc(Cl)cc2)c(=O)c1C
Z1797305486,1224024-R-36,F06,291.389,2.253,1,54.460,4,,CCC1(C)CN(C(=O)NCCc2ccc(C)nc2)CCO1
Z1168545737,1224024-R-36,F07,296.365,1.041,1,80.490,4,,CC1CN(C(=O)NCCc2nc(C(C)C)no2)CC(C)O1
Z1390451791,1224024-R-36,F08,331.452,2.508,1,62.300,7,,Cc1ccc(CCNC(=O)C(CC(C)C)N2CCCCC2=O)cn1
Z1048268916,1224024-R-36,F09,305.415,0.552,1,54.460,7,,COCCN1CCC(CNC(=O)Cc2ccc(C)nc2)CC1
Z422679790,1224024-R-36,F10,277.362,1.449,1,52.650,5,,CC1CCCN(CCNC(=O)Cn2ccccc2=O)C1
Z1143058181,1224024-R-36,F11,292.420,0.092,1,50.160,5,,CC(=O)N1CCC(CNC(C)C(C)n2cc(C)cn2)CC1
Z1228442906,1224024-R-36,G02,260.335,2.694,1,70.830,5,,N#Cc1nccnc1NCCOC1CCCCCC1
Z1642406094,1224024-R-36,G03,328.405,2.119,1,62.130,5,,Cc1ncn(CC(O)COC2CCCc3ccccc32)c(=O)c1C
Z1677759529,1224024-R-36,G04,237.273,2.561,2,54.020,4,,CCCC1CC1NC(=O)Nc1ccncc1F
Z1630908849,1224024-R-36,G05,222.284,2.767,1,43.380,6,,COCCOc1ncccc1NC1CCC1
Z385303116,1224024-R-36,G06,330.425,1.356,1,65.540,4,,O=C(NCCc1ccccn1)C1CCCN(C(=O)N2CCCC2)C1
Z1797327346,1224024-R-36,G07,297.416,2.094,1,54.460,4,,CCC1(C)CN(C(=O)NCCc2ncc(C)s2)CCO1
Z1765209464,1224024-R-36,G08,348.483,1.958,2,68.700,5,,CC1CN(CC(C)(C)O)CCN1C(=O)NCC(C)(C)c1ccncc1
Z1696946116,1224024-R-36,G09,207.229,0.590,1,64.110,2,,CC1CCOC1C(=O)Nc1cnccn1
Z1381780900,1224024-R-36,G10,246.351,1.691,1,42.740,6,,CCc1nncn1CCNCC1CC2C=CC1C2
Z324569406,1224024-R-36,G11,311.400,0.607,1,79.370,4,,CS(=O)(=O)N1CCCCC1C(=O)NCCc1ccccn1
Z1184010401,1224024-R-36,H02,346.467,1.183,1,57.700,5,,Cc1ccc(CCNC(=O)N2CCCC(CN3CCOCC3)C2)cn1
